Component origin id,License,CVE,Vulnerability id,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2016-6794,BDSA-2016-0269 (CVE-2016-6794),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,,BDSA-2016-0259,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2016-0762,BDSA-2016-0256 (CVE-2016-0762),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2016-5018,BDSA-2016-0253 (CVE-2016-5018),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2016-6797,BDSA-2016-0258 (CVE-2016-6797),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2017-5648,BDSA-2017-0111 (CVE-2017-5648),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,,BDSA-2017-0076,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,,BDSA-2017-1466,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2017-12617,BDSA-2017-1783 (CVE-2017-12617),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2017-7674,BDSA-2017-2017 (CVE-2017-7674),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2018-1305,BDSA-2018-0455 (CVE-2018-1305),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2018-1304,BDSA-2018-0511 (CVE-2018-1304),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2018-8014,BDSA-2018-1521 (CVE-2018-8014),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2018-1336,BDSA-2018-2542 (CVE-2018-1336),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2018-8034,BDSA-2018-2546 (CVE-2018-8034),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2019-0199,CVE-2019-0199,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2019-0232,CVE-2019-0232,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2019-0221,CVE-2019-0221,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2019-17563,CVE-2019-17563,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2019-12418,CVE-2019-12418,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2020-1935,CVE-2020-1935,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2020-1938,CVE-2020-1938,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2020-9484,CVE-2020-9484,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,,BDSA-2020-1534,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2020-8022,CVE-2020-8022,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2021-25329,CVE-2021-25329,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2021-30639,CVE-2021-30639,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-api:8.0.32,,CVE-2022-23181,CVE-2022-23181,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2015-5351,CVE-2015-5351,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-3092,CVE-2016-3092,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2017-5647,BDSA-2017-0114 (CVE-2017-5647),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2017-5664,CVE-2017-5664,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-8745,BDSA-2016-0066 (CVE-2016-8745),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-5388,BDSA-2016-0056 (CVE-2016-5388),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-6816,BDSA-2016-0059 (CVE-2016-6816),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-8735,BDSA-2016-0064 (CVE-2016-8735),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-6796,BDSA-2016-0254 (CVE-2016-6796),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-6794,BDSA-2016-0269 (CVE-2016-6794),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,,BDSA-2016-0259,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-0762,BDSA-2016-0256 (CVE-2016-0762),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-5018,BDSA-2016-0253 (CVE-2016-5018),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2016-6797,BDSA-2016-0258 (CVE-2016-6797),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2017-5648,BDSA-2017-0111 (CVE-2017-5648),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,,BDSA-2017-0076,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,,BDSA-2017-1466,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2017-12617,BDSA-2017-1783 (CVE-2017-12617),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2017-7674,BDSA-2017-2017 (CVE-2017-7674),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2018-1305,BDSA-2018-0455 (CVE-2018-1305),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2018-1304,BDSA-2018-0511 (CVE-2018-1304),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2018-8014,BDSA-2018-1521 (CVE-2018-8014),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2018-1336,BDSA-2018-2542 (CVE-2018-1336),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2018-8034,BDSA-2018-2546 (CVE-2018-8034),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2019-0199,CVE-2019-0199,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2019-0232,CVE-2019-0232,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2019-0221,CVE-2019-0221,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2019-17563,CVE-2019-17563,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2019-12418,CVE-2019-12418,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2020-1935,CVE-2020-1935,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2020-1938,CVE-2020-1938,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2020-9484,CVE-2020-9484,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,,BDSA-2020-1534,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2020-8022,CVE-2020-8022,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2021-25329,CVE-2021-25329,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2021-30639,CVE-2021-30639,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ant:8.0.32,,CVE-2022-23181,CVE-2022-23181,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2015-5351,CVE-2015-5351,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-3092,CVE-2016-3092,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2017-5647,BDSA-2017-0114 (CVE-2017-5647),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2017-5664,CVE-2017-5664,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-8745,BDSA-2016-0066 (CVE-2016-8745),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-5388,BDSA-2016-0056 (CVE-2016-5388),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-6816,BDSA-2016-0059 (CVE-2016-6816),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-8735,BDSA-2016-0064 (CVE-2016-8735),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-6796,BDSA-2016-0254 (CVE-2016-6796),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-6794,BDSA-2016-0269 (CVE-2016-6794),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,,BDSA-2016-0259,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-0762,BDSA-2016-0256 (CVE-2016-0762),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-5018,BDSA-2016-0253 (CVE-2016-5018),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2016-6797,BDSA-2016-0258 (CVE-2016-6797),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2017-5648,BDSA-2017-0111 (CVE-2017-5648),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,,BDSA-2017-0076,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,,BDSA-2017-1466,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2017-12617,BDSA-2017-1783 (CVE-2017-12617),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2017-7674,BDSA-2017-2017 (CVE-2017-7674),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2018-1305,BDSA-2018-0455 (CVE-2018-1305),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2018-1304,BDSA-2018-0511 (CVE-2018-1304),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2018-8014,BDSA-2018-1521 (CVE-2018-8014),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2018-1336,BDSA-2018-2542 (CVE-2018-1336),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2018-8034,BDSA-2018-2546 (CVE-2018-8034),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2019-0199,CVE-2019-0199,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2019-0232,CVE-2019-0232,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2019-0221,CVE-2019-0221,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2019-17563,CVE-2019-17563,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2019-12418,CVE-2019-12418,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2020-1935,CVE-2020-1935,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2020-1938,CVE-2020-1938,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2020-9484,CVE-2020-9484,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,,BDSA-2020-1534,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2020-8022,CVE-2020-8022,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2021-25329,CVE-2021-25329,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2021-30639,CVE-2021-30639,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina-ha:8.0.32,,CVE-2022-23181,CVE-2022-23181,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2015-5351,CVE-2015-5351,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-3092,CVE-2016-3092,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2017-5647,BDSA-2017-0114 (CVE-2017-5647),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2017-5664,CVE-2017-5664,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-8745,BDSA-2016-0066 (CVE-2016-8745),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-5388,BDSA-2016-0056 (CVE-2016-5388),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-6816,BDSA-2016-0059 (CVE-2016-6816),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-8735,BDSA-2016-0064 (CVE-2016-8735),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-6796,BDSA-2016-0254 (CVE-2016-6796),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-6794,BDSA-2016-0269 (CVE-2016-6794),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,,BDSA-2016-0259,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-0762,BDSA-2016-0256 (CVE-2016-0762),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-5018,BDSA-2016-0253 (CVE-2016-5018),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2016-6797,BDSA-2016-0258 (CVE-2016-6797),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2017-5648,BDSA-2017-0111 (CVE-2017-5648),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,,BDSA-2017-0076,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,,BDSA-2017-1466,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2017-12617,BDSA-2017-1783 (CVE-2017-12617),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2017-7674,BDSA-2017-2017 (CVE-2017-7674),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2018-1305,BDSA-2018-0455 (CVE-2018-1305),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2018-1304,BDSA-2018-0511 (CVE-2018-1304),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2018-8014,BDSA-2018-1521 (CVE-2018-8014),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2018-1336,BDSA-2018-2542 (CVE-2018-1336),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2018-8034,BDSA-2018-2546 (CVE-2018-8034),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2019-0199,CVE-2019-0199,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2019-0232,CVE-2019-0232,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2019-0221,CVE-2019-0221,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2019-17563,CVE-2019-17563,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2019-12418,CVE-2019-12418,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2020-1935,CVE-2020-1935,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2020-1938,CVE-2020-1938,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2020-9484,CVE-2020-9484,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,,BDSA-2020-1534,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2020-8022,CVE-2020-8022,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2021-25329,CVE-2021-25329,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2021-30639,CVE-2021-30639,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-catalina:8.0.32,,CVE-2022-23181,CVE-2022-23181,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2015-5351,CVE-2015-5351,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-3092,CVE-2016-3092,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2017-5647,BDSA-2017-0114 (CVE-2017-5647),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2017-5664,CVE-2017-5664,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-8745,BDSA-2016-0066 (CVE-2016-8745),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-5388,BDSA-2016-0056 (CVE-2016-5388),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-6816,BDSA-2016-0059 (CVE-2016-6816),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-8735,BDSA-2016-0064 (CVE-2016-8735),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-6796,BDSA-2016-0254 (CVE-2016-6796),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-6794,BDSA-2016-0269 (CVE-2016-6794),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,,BDSA-2016-0259,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-0762,BDSA-2016-0256 (CVE-2016-0762),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-5018,BDSA-2016-0253 (CVE-2016-5018),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2016-6797,BDSA-2016-0258 (CVE-2016-6797),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2017-5648,BDSA-2017-0111 (CVE-2017-5648),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,,BDSA-2017-0076,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,,BDSA-2017-1466,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2017-12617,BDSA-2017-1783 (CVE-2017-12617),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2017-7674,BDSA-2017-2017 (CVE-2017-7674),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2018-1305,BDSA-2018-0455 (CVE-2018-1305),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2018-1304,BDSA-2018-0511 (CVE-2018-1304),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2018-8014,BDSA-2018-1521 (CVE-2018-8014),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2018-1336,BDSA-2018-2542 (CVE-2018-1336),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2018-8034,BDSA-2018-2546 (CVE-2018-8034),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2019-0199,CVE-2019-0199,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2019-0232,CVE-2019-0232,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2019-0221,CVE-2019-0221,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2019-17563,CVE-2019-17563,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2019-12418,CVE-2019-12418,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2020-1935,CVE-2020-1935,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2020-1938,CVE-2020-1938,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2020-9484,CVE-2020-9484,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,,BDSA-2020-1534,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2020-8022,CVE-2020-8022,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2021-25329,CVE-2021-25329,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2021-30639,CVE-2021-30639,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-coyote:8.0.32,,CVE-2022-23181,CVE-2022-23181,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2015-5351,CVE-2015-5351,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-3092,CVE-2016-3092,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2017-5647,BDSA-2017-0114 (CVE-2017-5647),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2017-5664,CVE-2017-5664,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-8745,BDSA-2016-0066 (CVE-2016-8745),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-5388,BDSA-2016-0056 (CVE-2016-5388),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-6816,BDSA-2016-0059 (CVE-2016-6816),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-8735,BDSA-2016-0064 (CVE-2016-8735),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-6796,BDSA-2016-0254 (CVE-2016-6796),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-6794,BDSA-2016-0269 (CVE-2016-6794),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,,BDSA-2016-0259,,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-0762,BDSA-2016-0256 (CVE-2016-0762),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-5018,BDSA-2016-0253 (CVE-2016-5018),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2016-6797,BDSA-2016-0258 (CVE-2016-6797),,,,,,,,,,,,,,,,,,,,,
org.apache.tomcat:tomcat-dbcp:8.0.32,,CVE-2017-5648,BDSA-2017-0111 (CVE-2017-5648),,,,,,,,,,,,,,,,,,,,,
