Competitor Component Name,Competitor CVEs,Confidence,Sonatype Component Name,Sonatype CVEs,Sonatype Occurence Path
,,,org.springframework:spring-context:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-context-5.3.21.jar
,,,org.springframework:spring-core:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-core-5.3.21.jar
,,,org.springframework:spring-expression:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-expression-5.3.21.jar
,,,org.springframework:spring-jcl:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-jcl-5.3.21.jar
,,,org.springframework:spring-jdbc:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-jdbc-5.3.21.jar
,,,org.springframework:spring-orm:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-orm-5.3.21.jar
,,,org.springframework:spring-tx:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-5.3.21.jar
,,,org.springframework:spring-web:5.3.21,CVE-2016-1000027,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-web-5.3.21.jar
,,,org.springframework:spring-webmvc:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-webmvc-5.3.21.jar
,,,org.thymeleaf.extras:thymeleaf-extras-java8time:3.0.4.RELEASE,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/thymeleaf-extras-java8time-3.0.4.RELEASE.jar
,,,org.thymeleaf:thymeleaf-spring5:3.0.15.RELEASE,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/thymeleaf-spring5-3.0.15.RELEASE.jar
,,,org.thymeleaf:thymeleaf:3.0.15.RELEASE,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/thymeleaf-3.0.15.RELEASE.jar
,,,org.unbescape:unbescape:1.1.6.RELEASE,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/unbescape-1.1.6.RELEASE.jar
,,,org.webjars:nanoScrollerJS:0.7.6,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/plugins/nanoScroller/jquery.nanoscroller.min.js
,,,org.wildfly.client:wildfly-client-config:1.0.1.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/wildfly-client-config-1.0.1.Final.jar
,,,org.wildfly.common:wildfly-common:1.5.4.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/wildfly-common-1.5.4.Final.jar
,,,org.yaml:snakeyaml:1.28,"CVE-2022-1471, CVE-2022-25857, CVE-2022-38749, CVE-2022-38750, CVE-2022-38751, CVE-2022-38752, CVE-2022-41854",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/org/yaml/snakeyaml/1.28/snakeyaml-1.28.jar
,,,org.yaml:snakeyaml:1.30,"CVE-2022-1471, CVE-2022-25857, CVE-2022-38749, CVE-2022-38750, CVE-2022-38751, CVE-2022-38752, CVE-2022-41854",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/snakeyaml-1.30.jar
,,,power_assert:1.1.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/power_assert-1.1.3.gem
,,,rake:12.3.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/rake-12.3.3.gem
,,,test-unit:3.2.9,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/test-unit-3.2.9.gem
,,,underscore:1.10.2,CVE-2021-23358,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/underscore-min.js
,,,xmlpull:xmlpull:1.1.3.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/xmlpull-1.1.3.1.jar
,,,xmlrpc:0.3.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/xmlrpc-0.3.0.gem
,,,xpp3:xpp3_min:1.1.4c,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/xpp3_min-1.1.4c.jar
