Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
me.qmx.jitescript:jitescript,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,me.qmx.jitescript:jitescript:0.4.1,gav://me.qmx.jitescript:jitescript,0.4.1
org.springframework.boot:spring-boot-actuator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-actuator:2.7.1,gav://org.springframework.boot:spring-boot-actuator,2.7.1
xpp3:xpp3_min,"IU-Extreme-1.1.1,Public Domain","https://www.extreme.indiana.edu/dist/java-repository/xpp3/licenses/LICENSE.txt,http://creativecommons.org/licenses/publicdomain/",maven,xpp3:xpp3_min:1.1.4c,gav://xpp3:xpp3_min,1.1.4c
javax.activation:javax.activation-api,"CDDL-1.0,CDDL-1.1,GPL-2.0,LGPL-2.0","http://www.opensource.org/licenses/cddl1,http://glassfish.java.net/public/CDDL+GPL_1_1.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html",maven,javax.activation:javax.activation-api:1.2.0,gav://javax.activation:javax.activation-api,1.2.0
org.springframework.security:spring-security-web,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-web:5.7.2,gav://org.springframework.security:spring-security-web,5.7.2
jakarta.transaction:jakarta.transaction-api,"EPL-1.0,EPL-2.0,GPL-2.0,GPL-2.0+CE","http://www.eclipse.org/legal/epl-v10.html,https://spdx.org/licenses/EPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/software/classpath/license.html",maven,jakarta.transaction:jakarta.transaction-api:1.3.3,gav://jakarta.transaction:jakarta.transaction-api,1.3.3
joda-time:joda-time,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,joda-time:joda-time:2.10.10,gav://joda-time:joda-time,2.10.10
org.hibernate:hibernate-core,LGPL-2.1,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,maven,org.hibernate:hibernate-core:5.6.9.Final,gav://org.hibernate:hibernate-core,5.6.9.Final
antlr:antlr,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,antlr:antlr:2.7.7,gav://antlr:antlr,2.7.7
com.github.jnr:jnr-a64asm,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.github.jnr:jnr-a64asm:1.0.0,gav://com.github.jnr:jnr-a64asm,1.0.0
com.nulab-inc:zxcvbn,MIT,http://www.opensource.org/licenses/MIT,maven,com.nulab-inc:zxcvbn:1.5.2,gav://com.nulab-inc:zxcvbn,1.5.2
com.zaxxer:HikariCP,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.zaxxer:HikariCP:4.0.3,gav://com.zaxxer:HikariCP,4.0.3
io.micrometer:micrometer-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.micrometer:micrometer-core:1.9.1,gav://io.micrometer:micrometer-core,1.9.1
org.apache.commons:commons-exec,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.commons:commons-exec:1.3,gav://org.apache.commons:commons-exec,1.3
org.bitbucket.b_c:jose4j,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.bitbucket.b_c:jose4j:0.7.6,gav://org.bitbucket.b_c:jose4j,0.7.6
org.hdrhistogram:HdrHistogram,"BSD 2-Clause,CC0-1.0","http://opensource.org/licenses/BSD-2-Clause,http://creativecommons.org/publicdomain/zero/1.0/",maven,org.hdrhistogram:HdrHistogram:2.1.12,gav://org.hdrhistogram:HdrHistogram,2.1.12
com.fasterxml.jackson.core:jackson-databind,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.fasterxml.jackson.core:jackson-databind:2.13.3,gav://com.fasterxml.jackson.core:jackson-databind,2.13.3
data.tar.gz,Ruby,http://www.ruby-lang.org/en/LICENSE.txt,generic,data.tar.gz,generic://sha256:3a61033b51a0f596565f3736bdf2902c165ba477e01a1c9ce2bb633152a63fb4/data.tar.gz,
jquery,MIT,http://www.opensource.org/licenses/MIT,npm,jquery:3.5.1,npm://jquery,3.5.1
org.ow2.asm:asm-util,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,org.ow2.asm:asm-util:9.2,gav://org.ow2.asm:asm-util,9.2
org.asciidoctor:asciidoctorj,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.asciidoctor:asciidoctorj:2.5.3,gav://org.asciidoctor:asciidoctorj,2.5.3
org.jboss:jandex,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss:jandex:2.4.2.Final,gav://org.jboss:jandex,2.4.2.Final
org.ow2.asm:asm,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,org.ow2.asm:asm:9.1,gav://org.ow2.asm:asm,9.1
org.springframework:spring-aop,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-aop:5.3.21,gav://org.springframework:spring-aop,5.3.21
rake,MIT,http://www.opensource.org/licenses/MIT,rubygems,rake:12.3.3,rubygems://rake,12.3.3
com.github.jnr:jnr-constants,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.github.jnr:jnr-constants:0.10.3,gav://com.github.jnr:jnr-constants,0.10.3
org.jruby:dirgra,"EPL,EPL-1.0",http://www.eclipse.org/legal/epl-v10.html,maven,org.jruby:dirgra:0.3,gav://org.jruby:dirgra,0.3
org.ow2.asm:asm-tree,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,org.ow2.asm:asm-tree:9.2,gav://org.ow2.asm:asm-tree,9.2
org.yaml:snakeyaml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.yaml:snakeyaml:1.28,gav://org.yaml:snakeyaml,1.28
data.tar.gz,Ruby,http://www.ruby-lang.org/en/LICENSE.txt,generic,data.tar.gz,generic://sha256:20da25cd0e2824338091701ae770ff651150d895665676a57f8cddfc457a2f60/data.tar.gz,
data.tar.gz,MIT,http://www.opensource.org/licenses/MIT,generic,data.tar.gz,generic://sha256:eeb093d01d27dae887f7ecbc5e4c530db5230743de2c7280b19f139f56e11638/data.tar.gz,
parser.jar,Unknown,,generic,parser.jar,generic://sha256:c2018bf2eb02def0ba64b784d05ec5019db9f7ebfdcd01f9e36efb6b745318c4/parser.jar,
com.google.guava:failureaccess,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.guava:failureaccess:1.0.1,gav://com.google.guava:failureaccess,1.0.1
io.undertow:undertow-servlet,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.undertow:undertow-servlet:2.2.18.Final,gav://io.undertow:undertow-servlet,2.2.18.Final
jakarta.validation:jakarta.validation-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,jakarta.validation:jakarta.validation-api:2.0.2,gav://jakarta.validation:jakarta.validation-api,2.0.2
org.jboss.threads:jboss-threads,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss.threads:jboss-threads:3.1.0.Final,gav://org.jboss.threads:jboss-threads,3.1.0.Final
org.springframework.boot:spring-boot-actuator-autoconfigure,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.1,gav://org.springframework.boot:spring-boot-actuator-autoconfigure,2.7.1
org.thymeleaf:thymeleaf-spring5,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.thymeleaf:thymeleaf-spring5:3.0.15.RELEASE,gav://org.thymeleaf:thymeleaf-spring5,3.0.15.RELEASE
com.google.j2objc:j2objc-annotations,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.j2objc:j2objc-annotations:1.3,gav://com.google.j2objc:j2objc-annotations,1.3
com.google.guava:guava,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.guava:guava:30.1-jre,gav://com.google.guava:guava,30.1-jre
org.hibernate.common:hibernate-commons-annotations,LGPL-2.1,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,maven,org.hibernate.common:hibernate-commons-annotations:5.1.2.Final,gav://org.hibernate.common:hibernate-commons-annotations,5.1.2.Final
org.springframework.security:spring-security-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-core:5.7.2,gav://org.springframework.security:spring-security-core,5.7.2
cglib:cglib-nodep,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,cglib:cglib-nodep:2.2,gav://cglib:cglib-nodep,2.2
