Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Allocation of Resources Without Limits or Throttling,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",,medium,CVE-2023-26048,,Gemnasium-3a6dd95d-ede9-4734-9ce0-7f67443277aa; GHSA-qw69-rqj8-6qw8,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-servlets""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365855,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Uncontrolled Resource Consumption,"When a POST request comes through AJP and the request exceeds the max-post-size limit (maxEntitySize), Undertow's AjpServerRequestConduit implementation closes a connection without sending any response to the client/proxy. This behavior results in that a front-end proxy marking the backend worker (application server) as an error state and not forward requests to the worker for a while. In mod_cluster, this continues until the next STATUS request (10 seconds intervals) from the application server updates the server state. So, in the worst case, it can result in ""All workers are in error state"" and mod_cluster responds ""503 Service Unavailable"" for a while (up to 10 seconds). In mod_proxy_balancer, it does not forward requests to the worker until the ""retry"" timeout passes. However, luckily, mod_proxy_balancer has ""forcerecovery"" setting (On by default; this parameter can force the immediate recovery of all workers without considering the retry parameter of the workers if all workers of a balancer are in error state.). So, unlike mod_cluster, mod_proxy_balancer does not result in responding ""503 Service Unavailable"". An attacker could use this behavior to send a malicious request and trigger server errors, resulting in DoS (denial of service). This flaw was fixed in Undertow 2.2.19.Final, Undertow 2.3.0.Alpha2.",,high,CVE-2022-2053,,Gemnasium-d7b534c9-1cd9-4da0-b89c-85822497b00e,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""io.undertow/undertow-core""}, ""version""=>""2.2.18.Final""}}",false,"",test-group260849/webgoat_pom-comparison/103365856,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Uncontrolled Resource Consumption,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",,medium,CVE-2023-26048,,Gemnasium-9b33f001-f6d2-4a33-8224-3d349a1fca7b; GHSA-qw69-rqj8-6qw8,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-server""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365857,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Remote code execution due to insecure XML deserialization,"This package would deserialize arbitrary user-supplied XML content, representing objects of any type. A remote attacker able to pass XML to XStream could use this flaw to perform a variety of attacks, including remote code execution in the context of the server running the XStream application.",,critical,CVE-2013-7285,,Gemnasium-d1c17a3a-7f33-45f1-8241-ae0609d2730d,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365858,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Exposure of Sensitive Information to an Unauthorized Actor,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",,medium,CVE-2023-26049,,GHSA-p26g-97m4-6q7c; Gemnasium-e24631d0-76a7-4119-a442-b9d823c134c9,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-server""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365859,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Spring Framework vulnerable to denial of service via specially crafted SpEL expression,"In Spring Framework versions 6.0.0 - 6.0.6, 5.3.0 - 5.3.25, 5.2.0.RELEASE - 5.2.22.RELEASE, and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial-of-service (DoS) condition.",,medium,CVE-2023-20861,,GHSA-564r-hj7v-mcr5; Gemnasium-46f14d28-3de3-40c4-b7a8-a25e353a3d17,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.springframework/spring-core""}, ""version""=>""5.3.21""}}",false,"",test-group260849/webgoat_pom-comparison/103365860,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Deserialization of Untrusted Data,"XStream is a Java library to serialize objects to XML and back again. In XStream, there is a vulnerability which may allow a remote attacker to load and execute arbitrary code from a remote host only by manipulating the processed input stream.",,critical,CVE-2021-21344,,GHSA-59jw-jqf4-3wq3; Gemnasium-4c66d424-6f78-4f8d-a53b-ddae9d945b31,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365861,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Spring Boot denial of service vulnerability,"In Spring Boot versions 2.7.0 - 2.7.17, 3.0.0-3.0.12 and 3.1.0-3.1.5, it is possible for a user to provide specially crafted HTTP requests that may cause a denial-of-service (DoS) condition.

Specifically, an application is vulnerable when all of the following are true:

 * the application uses Spring MVC or Spring WebFlux
 * org.springframework.boot:spring-boot-actuator is on the classpath



",,medium,CVE-2023-34055,,GHSA-jjfh-589g-3hjx; Gemnasium-07901623-c2ac-43d1-96a1-1c7664effc8c,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.springframework.boot/spring-boot""}, ""version""=>""2.7.1""}}",false,"",test-group260849/webgoat_pom-comparison/103365862,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Uncontrolled Resource Consumption,"XStream is a Java library to serialize objects to XML and back again. If you rely on XStream's default denylist of the Security Framework, you will have to use at least ",,high,CVE-2021-21341,,Gemnasium-669f998c-3165-405f-a127-6cbc246fbf0a; GHSA-2p3x-qw9c-25hh,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:M/Au:N/C:N/I:N/A:C=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Unrestricted Upload of File with Dangerous Type,"XStream is a Java library to serialize objects to XML and back again. In XStream, there is a vulnerability which may allow a remote attacker to load and execute arbitrary code from a remote host only by manipulating the processed input stream.",,critical,CVE-2021-21347,,Gemnasium-19d6ea99-b457-41f7-8aa7-f1439944b522; GHSA-qpfq-ph7r-qv6f,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365864,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Deserialization of Untrusted Data,"XStream is a Java library to serialize objects to XML and back again. In XStream, there is a vulnerability where the processed stream at unmarshalling time contains type information to recreate the formerly written objects. XStream creates therefore new instances based on these type information.",,high,CVE-2021-21343,,Gemnasium-8ebef801-4748-4eae-90c8-7daf27a38cd2; GHSA-74cv-f58x-f9wf,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365865,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:N/C:N/I:P/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Handling of Length Parameter Inconsistency,"Jetty is a Java based web server and servlet engine. Prior to versions 9.4.52, 10.0.16, 11.0.16, and 12.0.1, Jetty accepts the `+` character proceeding the content-length value in a HTTP/1 header field. This is more permissive than allowed by the RFC and other servers routinely reject such requests with 400 responses. There is no known exploit scenario, but it is conceivable that request smuggling could result if jetty is used in combination with a server that does not close the connection after sending such a 400 response. Versions 9.4.52, 10.0.16, 11.0.16, and 12.0.1 contain a patch for this issue. There is no workaround as there is no known exploit scenario.",,medium,CVE-2023-40167,,Gemnasium-2d2a5575-f3e3-4592-919c-18d0601b277b; GHSA-hmr7-m48g-48f6,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-servlets""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365866,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Deserialization of Untrusted Data,XStream is a simple library to serialize objects to XML and back again. Users who followed the recommendation to setup XStream's security framework with an allow list limited to the minimal required types are not impacted.,,high,CVE-2021-39154,,GHSA-6w62-hx7r-mw68; Gemnasium-5aa18dd0-ce86-4303-a24f-356280505de2,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365867,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H=NVD; AV:N/AC:M/Au:S/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Out-of-bounds Write,"Those using Xstream to serialise XML data may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack overflow. This effect may support a denial of service attack.",,high,CVE-2022-40154,,Gemnasium-4f8bbe75-5d10-4da8-ba3c-cdb39959c27f,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365868,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Deserialization of Untrusted Data,XStream is a simple library to serialize objects to XML and back again. This vulnerability may allow a remote attacker to allocate % CPU time on the target system depending on CPU type or parallel execution of such a payload resulting in a denial of service only by manipulating the processed input stream. Users who followed the recommendation to setup XStream's security framework with an allow list limited to the minimal required types are not impacted.,,medium,CVE-2021-39140,,Gemnasium-0b908487-005a-4fa1-8807-f5a56ffdae7a; GHSA-6wf9-jmg9-vxcc,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365869,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:N/I:N/A:H=NVD; AV:N/AC:M/Au:S/C:N/I:N/A:C=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Handling of Length Parameter Inconsistency,"Jetty is a Java based web server and servlet engine. Prior to versions 9.4.52, 10.0.16, 11.0.16, and 12.0.1, Jetty accepts the `+` character proceeding the content-length value in a HTTP/1 header field. This is more permissive than allowed by the RFC and other servers routinely reject such requests with 400 responses. There is no known exploit scenario, but it is conceivable that request smuggling could result if jetty is used in combination with a server that does not close the connection after sending such a 400 response. Versions 9.4.52, 10.0.16, 11.0.16, and 12.0.1 contain a patch for this issue. There is no workaround as there is no known exploit scenario.",,medium,CVE-2023-40167,,Gemnasium-750aeecb-acdd-4f80-8241-78823584d5af; GHSA-hmr7-m48g-48f6,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-util""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365870,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"Those using java.sql.Statement or java.sql.PreparedStatement in hsqldb (HyperSQL DataBase) to process untrusted input may be vulnerable to a remote code execution attack. By default it is allowed to call any static method of any Java class in the classpath resulting in code execution. The issue can be prevented by updating to 2.7.1 or by setting the system property ""hsqldb.method_class_names"" to classes which are allowed to be called. For example, System.setProperty(""hsqldb.method_class_names"", ""abc"") or Java argument -Dhsqldb.method_class_names=""abc"" can be used. From version 2.7.1 all classes by default are not accessible except those in java.lang.Math and need to be manually enabled.",,critical,CVE-2022-41853,,Gemnasium-a596503a-77dc-4093-ad91-5af1c6b43e27; GHSA-77xx-rxvh-q682,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.hsqldb/hsqldb""}, ""version""=>""2.5.2""}}",false,"",test-group260849/webgoat_pom-comparison/103365871,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Allocation of Resources Without Limits or Throttling,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",,medium,CVE-2023-26048,,Gemnasium-aeea7dc0-a413-4327-803c-f44c851c6a2b; GHSA-qw69-rqj8-6qw8,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-client""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365872,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Deserialization of Untrusted Data,XStream is a simple library to serialize objects to XML and back again. This vulnerability may allow a remote attacker to load and execute arbitrary code from a remote host only by manipulating the processed input stream. Users who followed the recommendation to setup XStream's security framework with an allow list limited to the minimal required types are not impacted.,,high,CVE-2021-39141,,Gemnasium-2110557a-8720-4848-a1c1-e5ada48def0c; GHSA-g5w6-mrj7-75h2,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365873,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H=NVD; AV:N/AC:M/Au:S/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Exposure of Sensitive Information to an Unauthorized Actor,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",,medium,CVE-2023-26049,,Gemnasium-5f007daa-f62d-4120-878f-e6fc370f2495; GHSA-p26g-97m4-6q7c,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-webapp""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365874,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Weak Authentication,"Jetty is a Java based web server and servlet engine. Versions 9.4.21 through 9.4.51, 10.0.15, and 11.0.15 is vulnerable to weak authentication. If a Jetty `OpenIdAuthenticator` uses the optional nested `LoginService`, and that `LoginService` decides to revoke an already authenticated user, then the current request will still treat the user as authenticated. The authentication is then cleared from the session and subsequent requests will not be treated as authenticated. So a request on a previously authenticated session could be allowed to bypass authentication after it had been rejected by the `LoginService`. This impacts usages of the jetty-openid which have configured a nested `LoginService` and where that `LoginService` will is capable of rejecting previously authenticated users. Versions 9.4.52, 10.0.16, and 11.0.16 have a patch for this issue.",,medium,CVE-2023-41900,,GHSA-pwh8-58vv-vw48; Gemnasium-cff98ea9-6158-4b93-8f18-57e6039b7d2c,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-io""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365875,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Uncontrolled Resource Consumption,A flaw was found in Undertow. A potential security issue in flow control handling by the browser over HTTP/2 may cause overhead or a denial of service in the server. This flaw exists because of an incomplete fix for CVE-2021-3629.,,high,CVE-2022-1259,,Gemnasium-ca742673-597d-4ac3-bb77-962939b9ff00,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""io.undertow/undertow-core""}, ""version""=>""2.2.18.Final""}}",false,"",test-group260849/webgoat_pom-comparison/103365876,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",,medium,CVE-2022-38750,,Gemnasium-2a314b00-dab9-4e65-97a2-a60d86e3b89c,2023-12-20 17:45:05 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.yaml/snakeyaml""}, ""version""=>""1.30""}}",false,"",test-group260849/webgoat_pom-comparison/103365877,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Spring Framework is vulnerable to security bypass via mvcRequestMatcher pattern mismatch,"Spring Framework running version 6.0.0 - 6.0.6 or 5.3.0 - 5.3.25 using ""**"" as a pattern in Spring Security configuration with the mvcRequestMatcher creates a mismatch in pattern matching between Spring Security and Spring MVC, and the potential for a security bypass.",,high,CVE-2023-20860,,GHSA-7phw-cxx7-q9vq; Gemnasium-86b9df6f-8b89-4cb4-82b1-c4344bfeaad2,2023-12-20 17:45:05 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.springframework/spring-webmvc""}, ""version""=>""5.3.21""}}",false,"",test-group260849/webgoat_pom-comparison/103365878,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Exposure of Sensitive Information to an Unauthorized Actor,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",,medium,CVE-2023-26049,,GHSA-p26g-97m4-6q7c; Gemnasium-c5b54c3d-7027-4dd2-b4a6-1f60f56bb816,2023-12-20 17:45:05 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-util""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365879,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Allocation of Resources Without Limits or Throttling,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",,medium,CVE-2023-26048,,GHSA-qw69-rqj8-6qw8; Gemnasium-644a7041-df60-4320-a8c7-218532a6864f,2023-12-20 17:45:05 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-webapp""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365880,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in org.eclipse.jetty:jetty-xml.,,unknown,,,Gemnasium-d2cc5f58-84ec-4631-af6d-152050235e96; GHSA-58qw-p7qm-5rvh,2023-12-20 17:45:05 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-xml""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365881,""
