Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Path Traversal,This npm package has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted.,,high,CVE-2021-37701,,GHSA-9r2w-394v-53qc; Gemnasium-185c334e-acea-4786-8dbb-84d39f9e6144,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tar""}, ""version""=>""2.2.1""}}",false,"",test-group260849/NodeGoat/101844057,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H=NVD; AV:L/AC:M/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The npm package ""tar"" (aka node-tar) has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created.",,high,CVE-2021-37712,,GHSA-qq89-hq3f-393p; Gemnasium-129fddb5-3f53-4889-872b-7b0a95f8e3e8,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tar""}, ""version""=>""2.2.1""}}",false,"",test-group260849/NodeGoat/101844058,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H=NVD; AV:L/AC:M/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Sanitization bypass using HTML Entities,"Due to the way that marked parses input, specifically HTML entities, it's possible to bypass marked's content injection protection (`sanitize: true`) to inject a `javascript:` URL. This flaw exists because `&#xNNanything;` gets parsed to what it could and leaves the rest behind, resulting in just `anything;` being left.",,unknown,,,Gemnasium-9de559de-c695-4014-8b09-c27eea5b90c7,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844059,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,lodash is vulnerable to Prototype Pollution. The function `defaultsDeep` could be tricked into adding or modifying properties of `Object.prototype` using a constructor payload.,,critical,CVE-2019-10744,,Gemnasium-4774cd67-936f-419e-8533-ae5cfe7db9f9,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844060,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Command Injection,"Growl does not properly sanitize input before passing it to exec, allowing for arbitrary command execution.",,unknown,,,Gemnasium-15744a58-a432-48d2-a1f9-56442cad2a62,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""growl""}, ""version""=>""1.9.2""}}",false,"",test-group260849/NodeGoat/101844061,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the `o` formatter. It takes around k characters to block for 2 seconds making this a low severity issue.,,unknown,,,Gemnasium-37283ed4-0380-40d7-ada7-2d994afcc62a,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""debug""}, ""version""=>""2.2.0""}}",false,"",test-group260849/NodeGoat/101844062,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In Bootstrap 3.x before 3.4.0 and 4.x-beta before 4.0.0-beta.2, XSS is possible in the data-target attribute, a different vulnerability than CVE-2018-14041.",,medium,CVE-2016-10735,,GHSA-4p24-vmcr-4gqj; Gemnasium-342cce90-f89a-4210-b51c-55ac1bf557f6,2023-12-05 15:47:19 UTC,"{""file""=>""app/assets/vendor/bootstrap/bootstrap.js"", ""dependency""=>{""package""=>{""name""=>""bootstrap""}, ""version""=>""3.0.0""}}",false,"",test-group260849/NodeGoat/101844063,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Arbitrary file overwrite,"fstream is vulnerable to Arbitrary File Overwrite. Extracting tarballs containing a hardlink to a file that already exists in the system, and a file that matches the hardlink, will overwrite the system's file with the contents of the extracted file. The `fstream.DirWriter()` function is vulnerable.",,high,CVE-2019-13173,,Gemnasium-cd3ac1e9-6caa-4405-9e55-a08d8fa74434,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""fstream""}, ""version""=>""1.0.10""}}",false,"",test-group260849/NodeGoat/101844064,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:N/C:N/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Object Prototype Pollution,Prototype pollution attack when using `_.zipObjectDeep` in lodash.,,high,CVE-2020-8203,,Gemnasium-1f7fa42b-6b17-46b7-88a5-8995b43d298f,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844065,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,The package hosted-git-info is vulnerable to Regular Expression Denial of Service (ReDoS) via regular expression shortcutMatch in the fromUrl function in index.js. The affected regular expression exhibits polynomial worst-case time complexity.,,medium,CVE-2021-23362,,Gemnasium-f40eaa2d-0cc7-47c7-a746-e964cb5d5e30,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""hosted-git-info""}, ""version""=>""2.1.5""}}",false,"",test-group260849/NodeGoat/101844066,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The npm package ""tar"" (aka node-tar) before versions 6.1.1, 5.0.6, 4.4.14, and 3.3.2 has a arbitrary File Creation/Overwrite vulnerability due to insufficient absolute path sanitization. node-tar aims to prevent extraction of absolute file paths by turning absolute paths into relative paths when the `preservePaths` flag is not set to `true`. This is achieved by stripping the absolute path root from any absolute file paths contained in a tar file. For example `/home/user/.bashrc` would turn into `home/user/.bashrc`. This logic was insufficient when file paths contained repeated path roots such as `////home/user/.bashrc`. `node-tar` would only strip a single path root from such paths. When given an absolute file path with repeating path roots, the resulting path (e.g. `///home/user/.bashrc`) would still resolve to an absolute path, thus allowing arbitrary file creation and overwrite. This issue was addressed in releases 3.2.2, 4.4.14, 5.0.6 and 6.1.1. Users may work around this vulnerability without upgrading by creating a custom `onentry` method which sanitizes the `entry.path` or a `filter` method which removes entries with absolute paths. See referenced GitHub Advisory for details. Be aware of CVE-2021-32803 which fixes a similar bug in later versions of tar.",,high,CVE-2021-32804,,Gemnasium-8d63f9f1-0a88-4f8d-b423-48892f01c709; GHSA-3jfq-g458-7qm9,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tar""}, ""version""=>""2.2.1""}}",false,"",test-group260849/NodeGoat/101844067,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in handlebars.,,unknown,,,GHSA-2cf5-4w76-r9qv; Gemnasium-ae1756fc-292f-4432-b085-3a9b20cdac1d,2023-12-05 15:47:19 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844068,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Path Traversal,npm is vulnerable to an Arbitrary File Write. It fails to prevent access to folders outside of the intended node_modules folder through the bin field.,,high,CVE-2019-16776,,Gemnasium-c535f579-e3ca-4539-a5a9-2d57ea324f0a; GHSA-x8qc-rrcw-4r46,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""npm""}, ""version""=>""3.10.10""}}",false,"",test-group260849/NodeGoat/101844119,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N=NVD; AV:N/AC:L/Au:S/C:P/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the `o` formatter. It takes around k characters to block for 2 seconds making this a low severity issue.,,medium,CVE-2017-16137,,Gemnasium-90650124-5f0d-49bd-9819-a370df202231,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""debug""}, ""version""=>""2.2.0""}}",false,"",test-group260849/NodeGoat/101844120,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in handlebars.,,unknown,,,GHSA-g9r4-xpmj-mj65; Gemnasium-381ed3e0-7eda-44db-8a0e-b216e3358012,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844121,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,"The primary function, `minimatch(path, pattern)` is vulnerable to ReDoS in the `pattern` parameter. This is because of the regular expression on line of minimatch.js: `/((?:\\{2})*)(\\?)\|/g,`. The problematic portion of the regex is `((?:\\{2})*)` which matches against `//`.",,unknown,,,Gemnasium-7d9ba955-fd99-4503-936e-f6833768f76e,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""minimatch""}, ""version""=>""0.3.0""}}",false,"",test-group260849/NodeGoat/101844122,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Denial of Service in handlebars,"Affected versions of `handlebars` are vulnerable to Denial of Service. The package's parser may be forced into an endless loop while processing specially-crafted templates. This may allow attackers to exhaust system resources leading to Denial of Service.


## Recommendation

Upgrade to version 4.4.5 or later.",,unknown,,,Gemnasium-af1dbac5-da24-4858-86af-a802508d0439; GHSA-f52g-6jhx-586p,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844123,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Access of Resource Using Incompatible Type (Type Confusion),This affects the package set-value A type confusion vulnerability can lead to a bypass of CVE-2019-10747 when the user-provided keys used in the path parameter are arrays.,,critical,CVE-2021-23440,,Gemnasium-396b5c2c-7e79-4020-962a-f1dd02766b4e,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""set-value""}, ""version""=>""0.4.3""}}",false,"",test-group260849/NodeGoat/101844124,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"Versions of handlebars prior to 4.3.0 are vulnerable to Prototype Pollution leading to Remote Code Execution. Templates may alter an Object's __proto__ and __defineGetter__ properties, which may allow an attacker to execute arbitrary code through crafted payloads.",,critical,CVE-2019-19919,,GHSA-w457-6q6x-cgp9; Gemnasium-575de737-3d81-4c61-8e27-09157ec51380,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844125,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,"set-value is vulnerable to Prototype Pollution. The function `mixin-deep` could be tricked into adding or modifying properties of `Object.prototype` using any of the constructor, prototype and `_proto_` payloads.",,critical,CVE-2019-10747,,Gemnasium-6f541fe7-9711-457a-8003-a52d8650b66f,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""set-value""}, ""version""=>""0.4.3""}}",false,"",test-group260849/NodeGoat/101844126,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Inefficient Regular Expression Complexity,"The path-parse package is vulnerable to Regular Expression Denial of Service (ReDoS) via `splitDeviceRe`, `splitTailRe`, and `splitPathRe` regular expressions. ReDoS exhibits polynomial worst-case time complexity.",,high,CVE-2021-23343,,Gemnasium-356158af-4145-4c61-8ccf-9101a7feb1bd,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""path-parse""}, ""version""=>""1.0.5""}}",false,"",test-group260849/NodeGoat/101844127,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Cross-site Scripting,"In Bootstrap, XSS is possible in the data-container property of tooltip.",,medium,CVE-2018-14042,,Gemnasium-792456c3-933e-4bd2-a115-d8b0ec57dae6,2023-12-05 15:47:20 UTC,"{""file""=>""app/assets/vendor/bootstrap/bootstrap.js"", ""dependency""=>{""package""=>{""name""=>""bootstrap""}, ""version""=>""3.0.0""}}",false,"",test-group260849/NodeGoat/101844128,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Configuration Override in helmet-csp,"Versions of `helmet-csp` before to are vulnerable to a Configuration Override affecting the application's Content Security Policy (CSP). The package's browser sniffing for Firefox deletes the `default-src` CSP policy, which is the fallback policy. This allows an attacker to remove an application's default CSP, possibly rendering the application vulnerable to Cross-Site Scripting. Upgrade to or later. Setting the `browserSniff` configuration to `false` in vulnerable versions also mitigates the issue.",,unknown,,,GHSA-c3m8-x3cg-qm2c; Gemnasium-cf1cba36-6f5a-4903-99a8-f582f2e0e5fd,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""helmet-csp""}, ""version""=>""1.2.2""}}",false,"",test-group260849/NodeGoat/101844129,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Prototype Pollution,Prototype pollution vulnerability in 'getobject' allows an attacker to cause a denial of service and may lead to remote code execution.,,critical,CVE-2020-28282,,Gemnasium-bdf057b5-44b8-4baa-b2c8-102e4c03cd6f,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""getobject""}, ""version""=>""0.1.0""}}",false,"",test-group260849/NodeGoat/101844130,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",,high,CVE-2022-24999,,Gemnasium-6311889c-6658-48b2-8c85-58502f70827c,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""qs""}, ""version""=>""0.6.6""}}",false,"",test-group260849/NodeGoat/101844131,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Inefficient Regular Expression Complexity,"The regular expression `inline.reflinkSearch` may cause catastrophic backtracking against some strings and lead to a denial of service (DoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.",,high,CVE-2022-21681,,Gemnasium-e5de98e5-782b-44f7-b968-ecb291ddf745; GHSA-5v2h-r2cx-5xgj,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844132,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Denial-of-Service Extended Event Loop Blocking in qs,"The qs module before 1.0.0 does not have an option or default for specifying object depth and when parsing a string representing a deeply nested object will block the event loop for long periods of time. An attacker could leverage this to cause a temporary denial-of-service condition, for example, in a web application, other requests would not be processed while this blocking is occurring.",,high,CVE-2014-10064,,Gemnasium-f9156f95-ada1-4621-9eed-7b2bbea61542; GHSA-f9cm-p3w6-xvr3,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""qs""}, ""version""=>""0.6.6""}}",false,"",test-group260849/NodeGoat/101844133,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The npm package ""tar"" (aka node-tar) has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be outside of the extraction target directory is not extracted.",,high,CVE-2021-37713,,Gemnasium-0d9593eb-b60c-4660-be63-86a74d5fe541; GHSA-5955-9wpr-37jh,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tar""}, ""version""=>""2.2.1""}}",false,"",test-group260849/NodeGoat/101844134,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H=NVD; AV:L/AC:M/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,The mime module is vulnerable to regular expression denial of service when a mime lookup is performed on untrusted user input.,,high,CVE-2017-16138,,Gemnasium-f0977c0b-d487-40b1-a505-cda9037cac51,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""mime""}, ""version""=>""1.2.11""}}",false,"",test-group260849/NodeGoat/101844135,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Link Resolution Before File Access ('Link Following'),"A vulnerability was found in node-tar before version 4.4.2 (excluding version 2.2.2). An Arbitrary File Overwrite issue exists when extracting a tarball containing a hardlink to a file that already exists on the system, in conjunction with a later plain file with the same name as the hardlink. This plain file content replaces the existing file content. A patch has been applied to node-tar v2.2.2).",,high,CVE-2018-20834,,Gemnasium-fb1ee158-ac77-4b95-bfa8-9eb1c99a2ba4; GHSA-j44m-qm6p-hp7m,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tar""}, ""version""=>""2.2.1""}}",false,"",test-group260849/NodeGoat/101844136,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:N/C:N/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improperly Controlled Modification of Dynamically-Determined Object Attributes,json-schema is vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),,critical,CVE-2021-3918,,Gemnasium-f9634854-aeb7-47bc-a325-450a86202b86,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""json-schema""}, ""version""=>""0.2.3""}}",false,"",test-group260849/NodeGoat/101844137,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"This affects the package nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The `.set()` function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the `Object.prototype`.",,high,CVE-2022-21803,,Gemnasium-7f657111-6ffc-42bb-a784-7b3e08cc9943; GHSA-6xwr-q98w-rvg7,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""nconf""}, ""version""=>""0.10.0""}}",false,"",test-group260849/NodeGoat/101844138,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Exceeding Stack Call Limit DoS,"A lowercasing logic is used on the attribute names. Because of this, boolean attributes whose names are not all lowercase cause infinite recursion, and will exceed the stack call limit.",,unknown,,,Gemnasium-2e35e0f3-7716-4241-a56a-44025f0d66cb,2023-12-05 15:47:20 UTC,"{""file""=>""app/assets/vendor/jquery.min.js"", ""dependency""=>{""package""=>{""name""=>""jquery""}, ""version""=>""1.10.2""}}",false,"",test-group260849/NodeGoat/101844139,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Cross-site Scripting,"In jQuery, passing HTML containing `<option>` elements from untrusted sources, even after sanitizing it, to one of jQuery's DOM manipulation methods (i.e., `.html()`, `.append()`, and others) may execute untrusted code.",,medium,CVE-2020-11023,,Gemnasium-1d85b518-81f3-4e17-8375-08ad1531bce1; GHSA-jpcq-cgw6-v4j6,2023-12-05 15:47:20 UTC,"{""file""=>""app/assets/vendor/jquery.min.js"", ""dependency""=>{""package""=>{""name""=>""jquery""}, ""version""=>""1.10.2""}}",false,"",test-group260849/NodeGoat/101844140,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,The mime module is vulnerable to regular expression denial of service when a mime lookup is performed on untrusted user input.,,unknown,,,Gemnasium-6c482efa-d68b-44eb-97d3-c2bf5fd542be,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""mime""}, ""version""=>""1.2.11""}}",false,"",test-group260849/NodeGoat/101844141,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Cross-site Scripting,"In Bootstrap, XSS is possible in the affix configuration target property.",,medium,CVE-2018-20677,,Gemnasium-9959187c-31b6-4a7b-81c3-e313633b06f1,2023-12-05 15:47:20 UTC,"{""file""=>""app/assets/vendor/bootstrap/bootstrap.js"", ""dependency""=>{""package""=>{""name""=>""bootstrap""}, ""version""=>""3.0.0""}}",false,"",test-group260849/NodeGoat/101844142,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Command Injection,All versions of package lodash; all versions of package `org.fujion.webjars:lodash` is vulnerable to Command Injection via template.,,high,CVE-2021-23337,,Gemnasium-e5737c01-5af2-4fe9-99c0-c232d7960f2b,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844143,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:S/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The npm package ""tar"" (aka node-tar) before versions 6.1.2, 5.0.7, 4.4.15, and 3.2.3 has an arbitrary File Creation/Overwrite vulnerability via insufficient symlink protection. `node-tar` aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary `stat` calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory. This order of operations resulted in the directory being created and added to the `node-tar` directory cache. When a directory is present in the directory cache, subsequent calls to mkdir for that directory are skipped. However, this is also where `node-tar` checks for symlinks occur. By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass `node-tar` symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. This issue was addressed in releases 3.2.3, 4.4.15, 5.0.7 and 6.1.2.",,high,CVE-2021-32803,,Gemnasium-b13c3e6a-7d7b-47d5-bb58-8aa9f6ea7ad1; GHSA-r628-mhmh-qjhw,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tar""}, ""version""=>""2.2.1""}}",false,"",test-group260849/NodeGoat/101844144,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:P=NVD
